"Household.ID","Country","Landscape..","Crops","Permanent.Crops","Livestock.Byproducts","Livestock","Crop.Byproducts","total"
"YR25C1AKLBA","RWA","L04",26500,0,10000,0,0,36500
"Yt9L1fZvpf5","GHA","L06",-80,16000,600,7200,0,23720
"YTTV9E8N5B7","UGA","L01",589200,265000,14500,3313285.71428571,2000,4183985.71428571
"YVG8nKF7bC4","RWA","L06",383350,341000,15000,38000,14000,791350
"ywS4MJJe4cB","TZA","L11",415000,2e+05,20000,269142.857142857,0,904142.857142857
"YXV6xbSxws2","UGA","L06",1043000,45000,6000,14898.1481481481,14000,1122898.14814815
"yyBkps8kGBB","GHA","L06",-16,0,5.5,0,0,-10.5
"yyXhtLq72C2","RWA","L07",206800,27000,25000,0,8100,266900
"Yz9QZdfbFV","UGA","L02",57000,1325500,12000,247058.941798942,0,1641558.94179894
"yzbJgVuQFv2","TZA","L19",350000,92000,0,0,0,442000
"z7c7QHaTTe7","RWA","L02",196850,0,140000,0,0,336850
"z9PS7Qjy5L2","UGA","L04",2607500,86000,16000,-85887.9653679654,72000,2695612.03463203
"ZaEAz3d3Dr6","TZA","L03",346000,0,20000,54861.1111111111,0,420861.111111111
"zAweUkHmCz8","GHA","L05",4440,8880,0,0,0,13320
"ZAXs3MY83J","TZA","L10",101000,0,84000,37380.9523809524,0,222380.952380952
"ZAZu9eYNzaA","TZA","L03",398000,0,125000,420000,0,943000
"ZbDwCBkG2A5","TZA","L20",735000,0,1694000,0,0,2429000
"zbPhVbZ2hNA","GHA","L04",2379.5,2704.5,15,278.472222222222,0,5377.47222222222
"ZbpM6thc1b2","UGA","L02",198000,27500,60,0,2400,227960
"ZBSFxdohGu7","TZA","L19",1650000,30000,0,0,0,1680000
"ZC9BxGQiLT8","TZA","L11",258000,70000,45000,84428.5714285714,0,457428.571428571
"zCz7aSrczL2","UGA","L04",451000,0,0,0,0,451000
"zddQBRJke87","TZA","L19",1440000,4e+05,0,46962.962962963,0,1886962.96296296
"zebc4qh1zU8","GHA","L04",1907.75,0,60,0,0,1967.75
"ZeurtKQcW93","TZA","L20",1850000,0,0,0,0,1850000
"ZgVCya2zX73","GHA","L01",6685,0,36,1169,0,7890
"ziHZfbph8gA","TZA","L19",860000,0,20000,42407.4074074074,0,922407.407407407
"znifEwvA5C4","TZA","L03",338000,35000,0,13944.4444444444,0,386944.444444444
"znLkiipm6hB","GHA","L04",926,660,300,79.7222222222222,0,1965.72222222222
"ZpzNhUcn8E4","UGA","L06",560000,995000,5000,0,0,1560000
"ZRuCufE5rt9","TZA","L10",192000,50000,12000,0,0,254000
"zRYovaahru9","TZA","L20",10078000,0,520000,23532251.3227513,0,34130251.3227513
"ZSL3mumZ4X8","TZA","L18",2336000,380000,134000,416333.333333333,0,3266333.33333333
"Zsq7RscRsJA","UGA","L06",990000,235500,11200,29796.2962962963,3600,1270096.2962963
"ZsXLTqgEPA2","GHA","L01",149,0,10,84.25,0,243.25
"ZU7tm63WQNB","UGA","L06",1811000,241000,12000,29796.2962962963,4000,2097796.2962963
"ZVVKrqxAx48","UGA","L04",678000,10000,0,0,0,688000
"zVWFb5eAbV7","UGA","L07",169100,84000,10000,226333.333333333,10000,499433.333333333
"zwCpRhKnPo9","GHA","L05",3517.5,4027.5,0,0,0,7545
"zxz5fHgxQr4","RWA","L02",554000,0,68000,0,0,622000
"zywmeprmCJ6","RWA","L07",43000,1400,2500,0,2600,49500
"Zzj5HfKc4d3","TZA","L22",90000,1e+05,0,0,0,190000
