"survey_uuid","Country","Landscape..","Household.ID","Round","median_field_size","Total_Area_Farmed","intercrop_rate","pesticide","herbicide","fungicide","yield_quantile","avg_pct_crops_any_sold","pct_fields_irrigated","pct_fields_inorganic_fert","pct_buy_seed","number_fields","Total_Area_Owned"
"5ba1b404-9e32-43bd-b24a-d03194b95692","RWA","L01","yjXM15j8fo9","2",0.31485,0.6297,0.666666666666667,0,0,0,3.33333333333333,0,0,0,0,2,0.6297
"5c0a03bf-3953-4213-849c-0e4b98de8c6e","GHA","L01","dVULAjf4W89","1",1.53,1.53,0,0,1,0,1.5,0,0,1,1,2,1.53
"5c4ee54e-0013-4a41-9d32-22800b17f12f","RWA","L06","pYrS9Lnoio5","2",0.1045,0.4139,0,0,0,0,3.5,0,0,0.25,0,4,0.4139
"5c5f60ce-04c0-4845-b854-2be63ea65fb8","TZA","L03","ZAZu9eYNzaA","1",1.05,5.3,0.666666666666667,1,0,0,2.66666666666667,1,0,0,1,4,4.2
"5c621250-1780-4aa0-8218-96361beec805","TZA","L22","BP6YrbuDcL","1",2.95,10.9,0,0,0.25,0,2,0.333333333333333,0,0,0.25,4,10.9
"5ca6037d-9b1b-48fd-81ca-35ad6816ecf1","GHA","L05","HqDbz9qjXL","1",3.5747,3.5747,1,0,0.5,0,4,1,0,0,0,1,3.5747
"5d930e3e-442d-49ed-9f28-02735e7f7526","GHA","L01","rvasPDxnwj3","1",1.55,6.5,0,0,0.6,0,1,0,0,0,0.2,5,6.5
"5d9ae09b-dae2-4596-908c-d792d7088bd8","TZA","L19","gpPmZSQZXY5","1",0.5,0.5,0,0,0,0,4,0,0,0,0,1,0.5
"5d9b75d2-243d-4322-9705-5f1290128afb","UGA","L07","Uvc1cgf5XM9","1",0.56,1.12,0,0,0,0,1.66666666666667,0.125,0,0,0,5,1.12
"5db8286d-7e86-468a-99da-cadfe43a0834","RWA","L04","AVbrhtAbDP5","1",0.3285,0.8539,0.285714285714286,0.166666666666667,0,0,2.33333333333333,0.428571428571429,0,0.166666666666667,0.571428571428571,3,0.8539
"5e5ff760-0102-4ebc-8637-df393853ab85","RWA","L06","R9DTr4peJNA","1",0.07925,0.5671,0.75,0,0,0,2.57142857142857,0.166666666666667,0.25,0.125,0.875,4,0.4086
"5eb37d03-0d39-450e-9317-0e1f009c7e33","GHA","L02","sSK4YGpVFE3","1",NA,0,0,0,1,0,1,0,0,0.333333333333333,0,3,0
"5fa8a147-4443-4040-bf2d-447da63e88dc","TZA","L19","aFuKnt435e8","1",3.9,16.2,0,0,0,0,2.25,0.5,0,0,0,4,16.2
"5fdd6726-45f0-4cbf-87ab-766129474216","TZA","L03","N5cedWi9F35","1",7,7,0,0,1,0,3,1,0,0,1,1,7
"601f3e23-fff5-4400-934a-16401af82fba","RWA","L04","iRtxUHTRGi2","1",0.2988,0.5976,0,0,0,0,3.33333333333333,0,0,1,1,2,0.3524
"603594ec-b4b2-4a29-b6c6-397ed8d18061","UGA","L01","YTTV9E8N5B7","1",0.739,3.303,1,0,0,0,1.85714285714286,0.8,0,0,0.25,4,1.997
"612cd7a5-fa22-423b-8591-3812faf26667","UGA","L02","5xza3zKCC65","1",0.5,1.45,0.777777777777778,0.2,0,0,1.55555555555556,0.25,0,0,0.555555555555556,3,1.45
"619d6610-b5ee-45de-8e4e-9c87924f33ee","TZA","L18","VhjsvzpdVX8","1",1.1,1.1,0.5,0,0.5,0,4,0.5,0,0.5,0,1,1.1
"61c017f9-4117-4179-8f78-954d8e05c4a3","TZA","L19","aNYTfhJUuk9","1",6.7,6.7,0,0,1,0,3,1,0,1,0,1,6.7
"61ce1e0a-aeda-4915-b139-2599d18f0798","RWA","L04","jT3NCQFGuW8","1",0.386,0.772,0,0,0,0.25,1.75,0,0,0,0.25,2,0.772
"6220aec4-ee08-47ff-aa6d-43eefd59ff21","UGA","L04","n4TwADF35","1",0.065,0.24,0,0.5,0,0,3.25,0,0,0,0,5,0.24
"62a3934b-f68a-4921-9382-45577b8fd7fc","TZA","L20","QokjJw6sDKB","1",1.15,2.3,0,0,0,0,3.5,1,0,1,0,2,NA
"62b24c8c-6a64-4d65-9892-296bbe607edf","TZA","L19","yzbJgVuQFv2","1",5.9,5.9,0,0,0,0,2,1,0,0,0,1,5.9
"6310d07b-0845-4933-913a-6edd70c6e5be","TZA","L19","B7g3YrTCTUB","1",2.4,2.4,1,0,0,0,2,0,0,0,0,1,2.4
"634cca85-9c24-405c-a68c-73ee75212dd1","GHA","L02","XqoC5saQNR5","1",4.1,11.9411,0,0,0.333333333333333,0,3.66666666666667,1,0,0.333333333333333,0,3,11.9411
"635325bf-fb8f-43c5-8d47-7e315421c65b","GHA","L06","jCvYgt72fP4","1",NA,0,0,0,0,0,4,0.333333333333333,0,0,NA,3,NA
"638e937b-64dc-47b1-a28a-62d41a3ffb05","UGA","L02","c8oh3AnL1P","1",0.215,0.43,1,0,0,0,1,0,0,0,0,2,0.43
"6392c8ab-4307-48e5-8b70-a06176969d09","RWA","L03","tmtcp1ke5eB","1",0.44255,0.8851,0.5,0,0,0,2.16666666666667,1,0,0,0.5,3,0.8851
"63a8a116-9d0e-4b63-a6d6-9a57c1dead71","RWA","L06","YVG8nKF7bC4","1",0.0523,0.569,0.222222222222222,0.7,0,0,2.88888888888889,0.666666666666667,0.4,0.2,0.333333333333333,5,0.5039
"63f24978-c5f4-4937-bcd3-1601fb223490","TZA","L03","rai72yodTZ7","1",0.4,0.4,0,0,0,0,4,0,0,0,1,1,NA
"63f55d1e-68fa-4a74-99ef-87377a2bb847","GHA","L01","n3hCRp3nTfB","1",4.2,4.2,0,0,1,0,2,0,0,1,0,2,4.2
"643be299-c055-4492-b387-0541944aba3e","RWA","L06","BrVjLcZwqr3","1",0.37925,0.7585,0.666666666666667,0,0,0,3,0,0,0,0.333333333333333,3,0.7585
"64527302-44ae-415f-8fd0-0047ab41fca9","TZA","L18","JsmhauRP8E9","1",10,10,0,0,0,0,1,0,0,1,0,1,NA
"64d6634f-55bd-4fd7-8f46-b546b1fad138","UGA","L04","LEzTDqKV6f3","1",0.16,2.107,0.4,0,0,0,3.6,0.25,0,0,0,3,0.297
"64d9c748-f914-4553-b0fa-de3dc235eeed","GHA","L06","Jsv9PkxATh9","1",NA,0,0,0,0.5,0,3,1,0,0.5,0,2,NA
"64f4193a-eeb7-46cf-8626-9b7ba322734f","RWA","L03","rQmTKtJ2h92","1",0.1155,0.1155,0.571428571428571,0,0,0,2,0,0,0,0.285714285714286,2,0.1155
"65a919a2-9634-414b-94bd-ffd53cf91c8c","UGA","L04","UBoKCmEGFXB","1",0.0915,0.183,0.4,0.2,0,0,3.6,0.833333333333333,0,0.3,0.2,5,0.183
"667f3e21-d1ea-4cd1-ba6c-00495b3ff30c","UGA","L02","uZWP16YfzT5","1",0.455,0.91,0.75,0.25,0,0,2.25,0.25,0,1,0.25,2,0.91
"669630f9-da20-47ab-ac7b-02ae783eb800","UGA","L06","pMDUa1EHvb","1",0.78,3.07,0,0.166666666666667,0,0,4,1,0,0,0,4,3.07
"670a1ab4-5798-49f5-9194-853f3ceda0e2","GHA","L05","FYM9NczMwv9","1",3.2923,3.2923,0,0,0,0,1,0,0,0,0,1,3.2923
"6737cb7e-730d-4b81-9a65-cb4620c60d3a","RWA","L04","GJymWVjaQVB","1",0.4903,0.4903,0,0,0,0,3,0,0,0,1,1,0.4903
"673cb895-876e-4e5b-bbb5-86f32fc9a518","TZA","L22","4NfJeixyr6A","1",1.3,1.3,0,0,0,0,1,0,0,0,0,1,1.3
"67c3f510-c701-4a5c-a2f7-66c46b96cce4","GHA","L06","GAwYHaSgWn8","1",NA,0,0,0,0.5,0,2.25,0.333333333333333,0,0,0.666666666666667,3,0
"682173ef-b5a5-4a62-9961-b76855a5a6cb","GHA","L02","GLaBCfmRHT9","1",7.37925,14.7585,0,0,1,0,2,1,0,1,0,4,14.7585
"68790e4c-7379-4505-bc79-7e1b9967a4cb","TZA","L20","PuLRmEWBe78","1",4.1,4.1,0,1,0,0,4,1,0,1,0,1,4.1
"68a64ac8-05dd-4f36-b89d-82a87eed798c","UGA","L03","LAqtBPvPxy","1",1.124,2.248,0.222222222222222,0.5,0,0,2.33333333333333,0.4,0,0.833333333333333,0.222222222222222,6,0.28
"69a19331-243a-4224-85c1-a53f76de4785","TZA","L22","73M3dsnzvJ7","1",1.5,3,0.666666666666667,0,0,0,2.33333333333333,0.666666666666667,0,0,0.333333333333333,2,3
"69d9cd44-3665-42a2-9e07-f346bf2b1baf","TZA","L18","TbNKmfWhji9","1",0.5,0.5,0,0.5,0,0,3,0.5,1,0.5,0,1,0.5
"69e932e4-6e55-414c-a6d1-9ddfded57783","RWA","L07","cQsxahQ8sm8","1",0.2789,0.5578,0.857142857142857,0,0,0,1.85714285714286,0.4,0,0,1,2,0.5578
"6a5775d8-1474-4e11-8e5b-0c4b442c826f","TZA","L03","znifEwvA5C4","1",23,23,1,0,1,0,4,0,0,0,1,1,23
"6a70ab67-e1d0-4bc3-a4d1-e33899aca809","GHA","L05","gggGZ6AgZ6A","1",0.922,1.844,0,0,0,0,3.2,0.8,0,0,0,4,1.844
"6b1ded9a-9b08-4704-b946-8b527f73ef5b","RWA","L01","yjXM15j8fo9","1",0.345,0.69,0,0,0,0.5,NA,0,0,1,0,2,0.69
"6b3fe2a8-f6d8-4d6a-825c-99b6dded2315","RWA","L04","YR25C1AKLBA","1",0.0777,0.0777,0,0.5,0,0.5,NA,0,0,1,0,1,0.0777
"6b679ece-2448-4d04-848e-c0c947200f53","TZA","L22","Q6XjbVrPyy9","1",0.8,1.6,0.5,0,0,0,4,0.5,0,0,0,2,1.6
"6c19cb30-4b9d-47cd-8058-daa303539bd2","GHA","L03","dWWPvz9La34","1",3.926,3.926,0,0,0.5,0,1.5,0.5,0,0,0,1,NA
"6c1e3381-1f96-4835-9fe7-9d38dd04eefd","RWA","L03","DRwp2xk3gPB","1",0.47225,0.9445,0.25,0,0,0,3,0.428571428571429,0,0,0.25,3,0.9445
"6c8efcf9-62c1-4850-b66e-6cdb9d78f471","TZA","L19","sAJq9uruKa3","1",25.4,25.4,1,0,0,0,3,1,0,0,0,1,25.4
"6cbb8e61-184b-4cd4-a1c0-904f75637846","UGA","L03","K28KewnXpk2","1",0.76,1.52,0.4,0.285714285714286,0,0,3.2,0,0,0,0,5,1.52
"6cbbc06c-302c-4b5e-8e2e-8dffbd0d351b","RWA","L07","ob6Go1epkY4","1",0.2258,0.7188,0,0,0,0,3,0,0,0,0,3,0.7188
"6cd5f0d8-ba31-47ec-868b-0d46d31ebc52","UGA","L01","8r9jJ38EDF2","1",0.841,2.1571,0,0,0,0,1,0,0,0.25,0.5,3,1.1571
"6d2c6325-46b9-42cc-b611-5e4194826b24","GHA","L04","pKpxx6da5u6","1",14.41035,28.8207,1,0.5,0,0,2.5,1,0,0,0,2,NA
"6def5674-0dfb-40e0-a526-4e2e38729913","RWA","L02","XrphaE61Jh6","1",0.154,0.154,0,0,0,0,2.5,0,0,0.5,1,2,0.154
"6e806b90-2ff5-4f20-8c6f-007463349f47","GHA","L02","vyxUdnM5dv5","1",2.76625,5.5325,0,0,0.5,0,4,0.5,0,0.5,0,2,5.5325
"6e81ff46-9656-4ca9-9dd5-8153bf6ad7d6","TZA","L18","sApJeip8V38","1",0.49,0.49,0,0.5,0,0,4,0.5,1,0.5,0.5,1,NA
"6f59bbf1-d5fe-40ae-a3e8-5cc33ccd52da","RWA","L06","HbRbhAKMLv3","2",0.31545,0.6309,0,0,0,0,2.33333333333333,0.666666666666667,0,0,0,2,0.5793
"6fc9c33c-60f7-4459-b7e9-15bf01e4f721","UGA","L06","FnGwGBNbLj6","1",0.98,3.226,0.142857142857143,0,0.25,0,3.66666666666667,0.714285714285714,0,0.25,0.571428571428571,4,3.226
"6ff8a60a-252a-4fbb-a67f-f0f7a2cae1ff","TZA","L18","fKYGZhSCHi5","1",115.5,115.5,0,0,0.5,0,1.5,0.5,0,0.5,0,1,115.5
"70672fe5-a5c2-4fe4-b27d-6cf16af11128","TZA","L11","VTttxxMVpA7","1",0.5,0.5,0,0,0,0,4,0,0,0,0,1,0.5
"70a2ce8c-39b8-4d42-9365-24df5cbe2396","TZA","L19","pcKda2i8vd5","1",1.95,3.9,0,0.5,0,0,2,1,0,0,0,2,1.9
"712989b4-7d4d-49c6-8b0e-4c6c0dc8d601","TZA","L11","ywS4MJJe4cB","1",0.65,3.7,1,0,0.2,0,3,0.666666666666667,0,0.2,0,4,1.5
"71bd6958-4748-4870-80bf-74bfaac845c8","RWA","L01","wPk7iGeM1n2","1",0.1952,1.0472,0,0.125,0,0,2,0.777777777777778,0,0.125,0.5,4,1.0472
"71d7e937-1d2d-46ac-ac27-6c6ff42fab6a","RWA","L06","NpVRwZSF9A9","2",0.16,0.5377,0.666666666666667,0,0,0,2.88888888888889,0.142857142857143,0,0.125,0.25,4,0.5377
"72c1b50f-b926-449c-8d64-8f92b3661a9f","RWA","L02","d77n4FzyP99","1",0.28,0.56,0,0.25,0,0,3.66666666666667,0.666666666666667,0,0.25,0.25,2,0.56
"73157d1b-d516-4bbe-93f7-18cd12f9576d","GHA","L06","Jsv9PkxATh9","1",NA,0,0,0,1,0,NA,0,0,1,0.5,2,NA
"732502ed-fc77-4c1c-9460-b1f05e9d830a","GHA","L03","kLYaJ3DYGC7","1",NA,0,0,0.333333333333333,0.333333333333333,0,3,1,0,0.666666666666667,0,6,0
"73a41e63-f0e6-4947-9414-95614c5640db","RWA","L01","VM1oxfq9wgB","1",0.2404,0.6067,0,0.333333333333333,0.166666666666667,0,3.83333333333333,1,0,1,0,3,0.6067
"7404e851-9e1b-4f35-9232-842f3b0fc510","UGA","L02","3csKwZMd8vA","1",0.18,0.36,0.5,0.5,0,0,3.5,0.25,0,0.5,0.75,2,0.36
"740a37c5-6244-4897-af71-d773bd27a4fd","RWA","L04","tzDJcn6PLMB","1",0.28845,0.5769,0,0,0,0,NA,0,0,0,0.666666666666667,2,0.5769
"74a35780-87c3-4f08-80ba-483ccd710d3b","GHA","L05","Ly7CbRbwGm9","1",5.0933,5.0933,0,0,0.5,0,NA,0,0,0,0,1,5.0933
"74bfb0b5-fd45-4f3c-891b-9ae9b49d96fc","RWA","L01","gvW2UAieds2","1",0.0945,0.0945,0,0.25,0,0,4,0.75,0,0.25,0.6,2,0.0945
"74c454bd-36f4-4226-a6c4-8b32d9370687","RWA","L06","AvkkCXoYrg8","2",0.1816,1.277,1,0,0,0,2,0.75,0,0.166666666666667,0.333333333333333,4,0.3207
"74da8b61-12d8-4caf-955f-83e0a33dce2f","GHA","L02","aC1Yp9Vbbb9","1",6.3422,12.6844,0.2,0,0.8,0,4,0.75,0,0.4,0,5,12.6844
"753274fc-dfb4-4f75-9a29-226e27434ae7","TZA","L10","wXNS3oTZiX8","1",3.8,3.8,1,0,1,0,1,0,0,1,0,1,3.8
"754399c6-a1f0-49a2-9ec9-7b2286e9e6c4","UGA","L01","vsXLkjJ58x2","1",0.48,1.55,0,0,0,0,1.6,0,0,0.5,0.4,3,1.55
"757cca27-6014-4a05-becb-94713bbef40b","RWA","L03","2tfKupRSSR9","1",0.1935,0.5705,0,0,0,0,2.25,0,0,0,0.2,3,0.2706
"762241cc-2333-4419-968a-f6a156e27f70","UGA","L02","1Mcd53U8Qb4","1",0.145,0.29,1,0,0,0,2,0.666666666666667,0,0.125,1,4,0.29
"76414348-52be-4d77-aa91-9d1d739275a9","UGA","L03","oimuabaAoj4","1",0.98,4.57,0.666666666666667,0.363636363636364,0,0,2.66666666666667,0,0,0,1,6,3.59
"765ad7f8-e625-44a3-a2b8-2c64bd5cf7af","UGA","L01","VyrUWsmH5zA","1",0.5,1,0.5,0,0,0,2.5,0,0,0,0.333333333333333,3,1
"767f87fe-26d0-43a0-9ebf-eadaae027d7f","RWA","L01","RCuAWjMUBmA","1",0.04825,0.0965,0.285714285714286,0,0,0,NA,0.666666666666667,0,0,0.428571428571429,3,0.0965
"769b832b-d4c5-444c-a826-a7b7d775378e","TZA","L11","CnNmmWuhuE4","1",1.3,1.3,1,0,0,0,3,1,0,1,0,1,1.3
"76b06909-e53f-44bc-afa0-a054e02da385","TZA","L11","sqDAomp7sVA","1",1.8,1.8,0,0,0,0,4,0,0,0,0,1,NA
"76bda31b-a2d5-44b4-ab87-9adce1d67439","TZA","L03","kjuUHkF5wTB","1",0.55,1.1,1,0,1,0,4,1,0,0,1,2,0.6
"76d3c685-06af-43a7-91c2-0e68e1ee55eb","UGA","L03","43ozar7mLV6","1",0.315,1.5,0.5,0,0.5,0,2.25,0.142857142857143,0,0,0,4,1.5
"76d8c045-8f07-4358-be52-26a9b383681d","RWA","L06","3hzQ4hJNWpA","2",0.1902,1.1338,0,0,0,0,2.42857142857143,0.6,0,0.125,0.125,4,1.1338
"773bfdd8-5b7a-4a4a-9908-71210acab48b","UGA","L07","J4NQk5mWMXA","1",0.37,0.74,0.6,0,0,0,1.4,0,0,0,0.6,3,0.14
"7776d849-59aa-4489-8db1-f778470986ee","TZA","L03","yLS96zjnvX6","1",4,17.2,0.4,0,0.666666666666667,0,3,0,0,0,0.833333333333333,5,12.9
"777901dc-53e7-4d1b-be9e-d706ce63d228","TZA","L10","LwsCZHjGPqA","1",2.3,4.6,1,0,0,0,1.5,1,0,1,0,2,4.6
"77859c71-6801-4591-adeb-3bffb969b933","TZA","L10","KqZvf5fBTQ7","1",2,2,0,0,0,0,2,1,0,1,0,1,2
"77ba38e8-0a62-436b-ae88-3341a9a4470d","RWA","L06","kKLu4qgLM62","2",0.12685,0.2537,1,0.25,0,0,1.66666666666667,0.25,0,0,0.5,2,0.2537
"78337083-f012-4773-af3c-f1c5b85c596b","RWA","L06","to8Gc5JzaT7","1",0.08095,0.1619,0.25,0,0,0,3,0.25,0,0,1,3,0.1
"783c67a8-330a-4df8-b1af-592e6c08df38","TZA","L10","SUdaBvN6yMB","1",1.95,3.9,1,0,0,0,3,1,0,1,0,2,3.9
"78792bcd-f6f4-4849-921b-b47d556d6110","RWA","L01","CxdDadFVXS7","2",0.091,0.3455,0.307692307692308,0,0,0,2.15384615384615,0.444444444444444,0,0.6,0.538461538461538,5,0.3455
"78a16dfa-c228-4f37-82e3-ed17502d3f7b","UGA","L07","cTxbn5tVsdA","1",1.16,3.76,0,0,0,0,2,0,0,0,0.666666666666667,4,3.53
"78dbce09-4f6c-42ab-9f65-35001f718ba8","GHA","L01","KoKjL6iByr6","1",1.6,1.6,0,0,0,0,1,0,0,0.5,1,2,NA
"790f9103-525f-45f5-8242-40ddb9e4cfb4","UGA","L07","9D4NrgAzDH4","1",0.67,2.43,0.5,0,0,0,3,0,0,0,0.25,3,2.02
"79334983-87d7-4c75-bf8f-859394e3b477","GHA","L06","uVDhbqsgm8B","1",NA,0,1,0,1,0,NA,0,0,1,0,1,0
"79348c4c-3a92-4884-8f9b-e16ec9c30965","TZA","L18","xkrLWnDGpw7","1",0.9,0.9,0,0,0,0,1,0,1,0,0,1,0.9
"795ff5bb-31e7-4dda-ba25-b1056ecf3b3f","RWA","L01","smz4XRTY7G6","2",0.3964,0.3964,0.857142857142857,0,0,0,1.28571428571429,0,0,1,0,2,0.3964
"79bbc52c-ed3f-4926-a5d3-df95673ba9fc","GHA","L06","LeYiNjAjKi2","1",7.4,7.4,1,0,1,0,1,0.5,0,1,0.5,1,7.4
"79d96c88-2205-44a0-a8dd-4d2004ee6581","UGA","L02","9P8HkL34az2","1",0.205,0.41,0.4,0,0,0,2.5,0.4,0,0,0.4,2,0.41
"7a9290d0-92b3-4e03-a347-e1d0ad837c0d","RWA","L04","bdXeZG9z586","1",0.2076,1.50606,0,0.125,0,0,2.66666666666667,0,0,0.25,1,5,1.4724
"7ab97b82-263a-4902-b4a7-3c8dc719e488","TZA","L03","MLdLHWK2Qr","1",0.5,10.9,1,0,1,0,1.66666666666667,0.5,0,0,0,3,NA
"7ae604f9-90e9-4f4a-b37c-b962b6e12fa1","UGA","L06","fUwjdZnv1x2","1",1.2,9.9,0,0,0.8,0,3.25,0.333333333333333,0,0,0,3,9.9
"7b112015-6aed-4366-95ef-5e3a9691883e","TZA","L10","p5n6hjGyeL","1",2.3,2.3,1,0,0,0,4,0,0,0,0,1,2.3
"7bdd33b6-12fb-4475-b7dc-4f34ac2274be","RWA","L01","4uYtGb6q1h5","2",0.1388,0.3787,0.3,0,0,0,3,0.333333333333333,0,0.375,0.4,4,0.3787
"7c06d8c1-3ff8-4902-b379-0a01e607daf2","TZA","L18","MmsqX496Yo9","1",2.9,2.9,0,0,1,0,3,1,0,0,1,1,2.9
"7c943e00-0d8e-4261-8bc7-0497e6d121b2","TZA","L18","6NYkNXf4fW6","1",4.4,12.48,0.833333333333333,0,0,0,2.33333333333333,0,0,0.333333333333333,0,3,12.48
"7d22f7c8-2d38-4e87-b786-c9ceee796dfc","TZA","L18","v2cqtKhhmEB","1",0.3,0.3,0,0,0,0,4,1,NA,NA,1,1,NA
"7d92f039-9b9e-4d90-90e1-95d8986c8151","UGA","L07","ggHPuVorAC2","1",0.58,1.63,0.5,0,0,0,1.5,0.5,0,0,0,3,1.63
"7da3ffac-0166-45de-9b6f-f95ecc54d2ef","TZA","L03","vCAfAwy9KTA","1",1.6,1.6,0,1,0,0,3,0,0,0,0,1,1.6
"7dd95c6b-5fba-4dc6-ad49-b4f267b7ac4d","RWA","L01","Ag8CWapFXT9","2",0.2293,0.6054,0.285714285714286,0,0,0,1.85714285714286,0.285714285714286,0,0.333333333333333,0.428571428571429,3,0.6054
"7e1c418a-43ad-46cf-802e-81167036a8fc","RWA","L06","QLDaeeq1A6A","1",0.069,0.6898,0,0.2,0,0,3.5,0.333333333333333,0,0.3,0.2,5,0.6898
"7e22fd5d-5256-46c9-b567-28aa1430e30d","UGA","L02","HWUQqfGSi37","1",0.305,1.39,0.4,0,0,0,2.2,0,0,0.4,1,6,1.39
"7e4dd4f8-1cb9-40da-96e8-81ae812fe74b","UGA","L07","tsxUHiQSdd5","1",0.4,2,0,0,0,0,2,0.6,0,0,0.25,4,0.7
"7eba46de-548d-4ba2-9341-719b5e04b7de","TZA","L03","dFX9VzkXhCA","1",1.7,3.4,0.5,0,0,0,3,0.5,0,0,0,2,3.4
"7ede53f7-2560-4c92-8b44-2b7ce8d6ce6d","RWA","L06","e3YsHqYkYK6","1",0.5778,0.5778,0.857142857142857,0,0,0,3.28571428571429,0.2,0,0,0,2,0.5778
"7f3b5b14-632a-499e-95f4-e7bbc9250767","GHA","L01","EAdeyuGhu85","1",NA,0,0.5,0,0.5,0,1.5,0,0,0.5,0,2,0
"7f60fddf-757d-4575-8a74-94096051e6f3","TZA","L19","MqCGGaKzuz2","1",1.95,7.7,0,0,0,0,2.33333333333333,1,0,0,0,4,5.2
"7faa0c9b-b120-4579-9573-4a78b7718118","UGA","L01","Te4C6DJXQq6","1",1.275,5.22,0,0,0,0,2.2,0.8,0,0,0.8,5,4.56
"7fd28292-37cb-49fe-9935-df8bd04c5f3a","UGA","L01","DUyLNfXcu24","1",0.27,0.82,0,0,0,0,2,0,0,0,0,3,0.82
"7fd6b2c6-a55b-4f81-a892-05c5c85f504c","RWA","L03","kwtgXoW7Ei8","1",0.5314,1.5823,0,0,0,0,3.16666666666667,0.5,0,0,0.166666666666667,3,1.5823
"800f606a-9c58-43e3-bdb6-1533df36a4bf","GHA","L03","K5Z7A224KK7","1",2.34055,4.6811,0.5,0,0.5,0,1,0.5,0,0,0.25,2,4.6811
"8014d7fa-dc8f-4784-be0f-c719e7dca5b2","TZA","L20","1AHvfwxYcT6","1",6.1,20.3,0,0,0.666666666666667,0,3,0.5,0,0,0.666666666666667,3,20.3
"80a57107-90e1-44f1-a070-e32e0c9078e1","RWA","L06","Lka6n6s87G","2",0.0988,0.7092,0.5,0.166666666666667,0,0,2.42857142857143,0.5,0,0,0.5,3,0.7092
"813e5524-5ba3-41dc-b6c3-cd8d6cf1c49d","RWA","L01","TEgeq116YW6","2",0.1015,0.4868,0.666666666666667,0,0,0,2.66666666666667,0.4,0,0,0.666666666666667,3,0.4868
"8196df7a-c1d4-4815-82cf-7e0dacac61a4","GHA","L04","tsyzA3E2k36","1",2.15,4.3,0,0,0.166666666666667,0,3.5,0.666666666666667,0,0,0.333333333333333,3,2.7
"82174ffd-3f18-43b3-b74b-ba477e9440f3","TZA","L19","QnVf7PaErv","1",0.91,0.91,0,0,0,0,3,1,0,0,0,1,NA
"825fe561-e1c4-4975-b7e8-18e4fe5869df","TZA","L18","9921bP6EeY4","1",1.1,1.1,0,0,0.5,0,1.5,0.5,0,0.5,0.5,1,1.1
"82c31ef5-7b28-4851-a98a-4efe97645fea","UGA","L07","xwVxszyCYQ","1",1.8,5.05,0.571428571428571,0,0,0,2.5,0.142857142857143,0,0,0,4,5.05
"8352772c-5b4c-44b0-b1dd-ed492c3cc878","RWA","L06","BrVjLcZwqr3","2",0.28465,0.5693,0.5,0,0,0,3.75,0,0,0,0.5,2,0.5693
"83a4a6f1-492c-480e-a2b8-2982c9c37f4c","TZA","L03","Nt5ok1nPNM7","1",1.65,3.3,0.666666666666667,0,1,0,2.5,0,0,0,0.333333333333333,2,3.3
"83c2e609-8b30-4b4d-8054-d440a4af617d","UGA","L01","gVnZfUnJ4V","1",0.754,2.074,1,0,0,0,1.66666666666667,0.2,0,0.333333333333333,1,3,1.294
"842aba95-7779-4b1e-949f-e710b8d3cc7d","UGA","L02","SDoi2yLPd6","1",0.605,1.21,0,0,0,0,1,0,0,0,0,2,1.21
"852e7c87-3e2d-4d03-a58f-28dcb531b15f","UGA","L07","x16vgM9iGq3","1",0.34,2.45,0,0,0,0,3,0,0,0,0.6,4,2.45
"85c1f1dc-2968-4db9-a3fd-7549f7fc26f6","TZA","L11","kqzsJGqsJH5","1",2.3,7.9,0,0.333333333333333,0,0,2.33333333333333,0.5,0,0.666666666666667,0.666666666666667,3,7.9
"8662a0e1-4bdd-4b28-9c07-6e879087334c","GHA","L04","zbPhVbZ2hNA","1",1.9,1.9,0,0.5,0,0,4,1,0,0.5,0,1,1.9
"86758e4d-4d9a-4f2d-87e1-6a50a0c764fa","RWA","L01","9upFZJLCfM2","2",0.1979,0.9473,0.4,0,0,0,1.4,0.166666666666667,0,0.75,0.6,4,0.9473
"86856e04-8659-4f04-aebc-d319d3f8623b","UGA","L04","hnZo2CxSp92","1",0.08,0.45,0,0.8,0,0,2.66666666666667,0.666666666666667,0,0,0.3,5,0.45
"86a30c10-df62-45bb-aa1c-2c75d45a75b1","RWA","L03","SS7UVs5jxa4","1",2.0266,2.0266,1,0,0,0,1,1,0,0,0.5,1,2.0266
"86c55f4b-47b2-4f4f-b888-e4210771c822","TZA","L20","pxqThuNPrG","1",6.05,12.1,0,0.5,0,0,3.5,1,0,0,0.5,2,NA
"86f27271-88f0-47c5-a5f2-5b4edc774283","GHA","L05","zAweUkHmCz8","1",4.0985,11.9677,0,0,0,0,1.33333333333333,0.666666666666667,0,0,0,4,11.9677
"871336b3-e220-417d-877e-bd99c287a62c","GHA","L06","QNH5zfmLt2B","1",5.25,10.5,0,0,0,0,NA,1,0,0,0,2,10.5
"87898111-5814-40d0-93b1-6eeaf7696efd","GHA","L06","Ta22RrxG4KB","1",1.6,3.2,0,0,1,0,1,0.333333333333333,0,0,0.333333333333333,3,NA
"87a94a65-e27c-40ee-8673-3eead171412e","GHA","L01","13sx7zZ45L7","1",2.7,7,0.333333333333333,0,0.333333333333333,0,2.66666666666667,0.5,0,0.666666666666667,0.666666666666667,3,7
"87c1ce23-1e21-4279-81a0-295dd2341367","TZA","L03","hwqvpwm7Wz7","1",2.9,7.3,0.666666666666667,0,0,0,3.33333333333333,0.5,0,0,0.666666666666667,3,3.9
